facility_id,mortality_measure_count,safety_measure_count,readmission_measure_count,patient_exp_measure_count,timely_effective_measure_count
110087,8,8,11,15,10
110089,8,8,11,15,10
110091,8,8,11,15,10
110092,8,8,11,15,10
110095,8,8,11,15,10
110100,8,8,11,15,10
110101,8,8,11,15,10
110104,8,8,11,15,10
110105,8,8,11,15,10
110107,8,8,11,15,10
110109,8,8,11,15,10
110111,8,8,11,15,10
110113,8,8,11,15,10
110121,8,8,11,15,10
110122,8,8,11,15,10
110124,8,8,11,15,10
110125,8,8,11,15,10
110128,8,8,11,15,10
110129,8,8,11,15,10
110132,8,8,11,15,10
110142,8,8,11,15,10
110143,8,8,11,15,10
110146,8,8,11,15,10
110150,8,8,11,15,10
110161,8,8,11,15,10
110164,8,8,11,15,10
110165,8,8,11,15,10
110168,8,8,11,15,10
110177,8,8,11,15,10
110184,8,8,11,15,10
110190,8,8,11,15,10
110191,8,8,11,15,10
110192,8,8,11,15,10
110194,8,8,11,15,10
110198,8,8,11,15,10
110200,8,8,11,15,10
110201,8,8,11,15,10
110209,8,8,11,15,10
110215,8,8,11,15,10
110225,8,8,11,15,10
110226,8,8,11,15,10
110229,8,8,11,15,10
110230,8,8,11,15,10
110233,8,8,11,15,10
110234,8,8,11,15,10
110236,8,8,11,15,10
110237,8,8,11,15,10
110252,8,8,11,15,10
110253,,,,,
110256,,,,,
11029F,8,8,11,15,10
11030F,8,8,11,15,10
11031F,8,8,11,15,10
11032F,,,,,
11033F,,,,,
11035F,,,,,
110779,,,,,
111302,8,8,11,15,10
111303,8,8,11,15,10
111304,8,8,11,15,10
111305,8,8,11,15,10
111306,8,8,11,15,10
111308,8,8,11,15,10
111310,8,8,11,15,10
111311,8,8,11,15,10
111312,8,8,11,15,10
111313,8,8,11,15,10
111314,8,8,11,15,10
111316,8,8,11,15,10
111318,8,8,11,15,10
111319,8,8,11,15,10
111320,8,8,11,15,10
111323,8,8,11,15,10
111324,8,8,11,15,10
111325,8,8,11,15,10
111326,8,8,11,15,10
111327,8,8,11,15,10
111328,8,8,11,15,10
111329,8,8,11,15,10
111330,8,8,11,15,10
111331,8,8,11,15,10
111332,8,8,11,15,10
111333,8,8,11,15,10
111334,8,8,11,15,10
111335,8,8,11,15,10
111336,8,8,11,15,10
111337,8,8,11,15,10
111338,,,,,
113300,,,,,
113301,,,,,
114004,,,,,
114008,,,,,
114010,,,,,
114012,,,,,
114013,,,,,
114016,,,,,
114019,,,,,
114028,,,,,
114029,,,,,
114032,,,,,
114035,,,,,
114036,,,,,
114037,,,,,
120001,8,8,11,15,10
120002,8,8,11,15,10
120005,8,8,11,15,10
120006,8,8,11,15,10
120007,8,8,11,15,10
120011,8,8,11,15,10
120014,8,8,11,15,10
120019,8,8,11,15,10
12001F,,,,,
120022,8,8,11,15,10
120026,8,8,11,15,10
120028,8,8,11,15,10
121300,8,8,11,15,10
121301,8,8,11,15,10
121302,8,8,11,15,10
121303,8,8,11,15,10
121304,8,8,11,15,10
121305,8,8,11,15,10
121306,8,8,11,15,10
121307,8,8,11,15,10
121308,8,8,11,15,10
123300,,,,,
123301,,,,,
124001,,,,,
130002,8,8,11,15,10
130003,8,8,11,15,10
130006,8,8,11,15,10
130007,8,8,11,15,10
130013,8,8,11,15,10
130014,8,8,11,15,10
130018,8,8,11,15,10
130025,8,8,11,15,10
130028,8,8,11,15,10
13003F,8,8,11,15,10
130049,8,8,11,15,10
130063,8,8,11,15,10
130065,8,8,11,15,10
130066,8,8,11,15,10
130071,8,8,11,15,10
130073,8,8,11,15,10
130074,8,8,11,15,10
130779,,,,,
131301,8,8,11,15,10
131302,8,8,11,15,10
131303,8,8,11,15,10
131304,8,8,11,15,10
131305,8,8,11,15,10
131307,8,8,11,15,10
131309,8,8,11,15,10
131310,8,8,11,15,10
131311,8,8,11,15,10
131312,8,8,11,15,10
131313,8,8,11,15,10
131314,8,8,11,15,10
131315,8,8,11,15,10
131316,8,8,11,15,10
131317,8,8,11,15,10
131318,8,8,11,15,10
131319,8,8,11,15,10
131320,8,8,11,15,10
131321,8,8,11,15,10
131322,8,8,11,15,10
131323,8,8,11,15,10
131324,8,8,11,15,10
131325,8,8,11,15,10
131326,8,8,11,15,10
131327,8,8,11,15,10
131328,8,8,11,15,10
134002,,,,,
134009,,,,,
134010,,,,,
134017,,,,,
140001,8,8,11,15,10
140002,8,8,11,15,10
140007,8,8,11,15,10
140008,8,8,11,15,10
140010,8,8,11,15,10
140011,8,8,11,15,10
140012,8,8,11,15,10
140013,8,8,11,15,10
140015,8,8,11,15,10
140018,8,8,11,15,10
140029,8,8,11,15,10
140030,8,8,11,15,10
140032,8,8,11,15,10
140034,8,8,11,15,10
14003F,8,8,11,15,10
140043,8,8,11,15,10
140046,8,8,11,15,10
140048,8,8,11,15,10
140049,8,8,11,15,10
14004F,8,8,11,15,10
140052,8,8,11,15,10
140053,8,8,11,15,10
140054,8,8,11,15,10
140059,8,8,11,15,10
140062,8,8,11,15,10
140063,8,8,11,15,10
140064,8,8,11,15,10
140065,8,8,11,15,10
140067,8,8,11,15,10
140068,8,8,11,15,10
140077,8,8,11,15,10
14007F,8,8,11,15,10
140080,8,8,11,15,10
140082,8,8,11,15,10
140083,8,8,11,15,10
140084,8,8,11,15,10
140088,8,8,11,15,10
140089,8,8,11,15,10
14008F,8,8,11,15,10
140091,8,8,11,15,10
140093,8,8,11,15,10
140095,8,8,11,15,10
140100,8,8,11,15,10
140101,8,8,11,15,10
140103,8,8,11,15,10
140110,8,8,11,15,10
140113,8,8,11,15,10
140114,8,8,11,15,10
140115,8,8,11,15,10
140116,8,8,11,15,10
140117,8,8,11,15,10
140119,8,8,11,15,10
140120,8,8,11,15,10
140122,8,8,11,15,10
140124,8,8,11,15,10
140125,8,8,11,15,10
140127,8,8,11,15,10
140130,8,8,11,15,10
140133,8,8,11,15,10
140135,8,8,11,15,10
140137,8,8,11,15,10
140145,8,8,11,15,10
140148,8,8,11,15,10
140150,8,8,11,15,10
140155,8,8,11,15,10
140158,8,8,11,15,10
140160,8,8,11,15,10
140161,8,8,11,15,10
140162,8,8,11,15,10
140164,8,8,11,15,10
140166,8,8,11,15,10
140172,8,8,11,15,10
140174,8,8,11,15,10
140177,8,8,11,15,10
140179,8,8,11,15,10
140180,8,8,11,15,10
140181,8,8,11,15,10
140182,8,8,11,15,10
140184,8,8,11,15,10
140185,8,8,11,15,10
140186,8,8,11,15,10
140187,8,8,11,15,10
140189,8,8,11,15,10
140191,8,8,11,15,10
140197,8,8,11,15,10
140200,8,8,11,15,10
140202,8,8,11,15,10
140206,8,8,11,15,10
140208,8,8,11,15,10
140209,8,8,11,15,10
140210,8,8,11,15,10
140211,8,8,11,15,10
140213,8,8,11,15,10
140217,8,8,11,15,10
140223,8,8,11,15,10
140224,8,8,11,15,10
140228,8,8,11,15,10
140231,8,8,11,15,10
140233,8,8,11,15,10
140239,8,8,11,15,10
140242,8,8,11,15,10
140251,8,8,11,15,10
140252,8,8,11,15,10
140258,8,8,11,15,10
140275,8,8,11,15,10
140276,8,8,11,15,10
140280,8,8,11,15,10
140281,8,8,11,15,10
140286,8,8,11,15,10
140288,8,8,11,15,10
140289,8,8,11,15,10
140290,8,8,11,15,10
140291,8,8,11,15,10
140292,8,8,11,15,10
140294,8,8,11,15,10
140300,8,8,11,15,10
140304,8,8,11,15,10
140308,8,8,11,15,10
14034F,8,8,11,15,10
141300,8,8,11,15,10
141301,8,8,11,15,10
141302,8,8,11,15,10
141303,8,8,11,15,10
141304,8,8,11,15,10
141305,8,8,11,15,10
141306,8,8,11,15,10
141307,8,8,11,15,10
141308,8,8,11,15,10
141309,8,8,11,15,10
141310,8,8,11,15,10
141311,8,8,11,15,10
141312,8,8,11,15,10
141313,8,8,11,15,10
141315,8,8,11,15,10
141316,8,8,11,15,10
141317,8,8,11,15,10
141318,8,8,11,15,10
141319,8,8,11,15,10
141320,8,8,11,15,10
141321,8,8,11,15,10
141322,8,8,11,15,10
141323,8,8,11,15,10
141324,8,8,11,15,10
141325,8,8,11,15,10
141326,8,8,11,15,10
141327,8,8,11,15,10
141328,8,8,11,15,10
141329,8,8,11,15,10
141330,8,8,11,15,10
141331,8,8,11,15,10
141332,8,8,11,15,10
141333,8,8,11,15,10
141334,8,8,11,15,10
141335,8,8,11,15,10
141336,8,8,11,15,10
141337,8,8,11,15,10
141338,8,8,11,15,10
141339,8,8,11,15,10
141340,8,8,11,15,10
141341,8,8,11,15,10
141342,8,8,11,15,10
141343,8,8,11,15,10
141344,8,8,11,15,10
141345,8,8,11,15,10
141346,8,8,11,15,10
141347,8,8,11,15,10
141348,8,8,11,15,10
141349,8,8,11,15,10
141350,8,8,11,15,10
141351,8,8,11,15,10
141352,8,8,11,15,10
141353,8,8,11,15,10
141354,8,8,11,15,10
141355,8,8,11,15,10
143300,,,,,
143301,,,,,
143302,,,,,
144009,,,,,
144010,,,,,
144016,,,,,
144021,,,,,
144026,,,,,
144028,,,,,
144029,,,,,
144031,,,,,
144034,,,,,
144035,,,,,
144037,,,,,
144038,,,,,
144039,,,,,
144040,,,,,
144041,,,,,
144042,,,,,
144043,,,,,
150001,8,8,11,15,10
150002,8,8,11,15,10
150005,8,8,11,15,10
150006,8,8,11,15,10
150007,8,8,11,15,10
150008,8,8,11,15,10
150009,8,8,11,15,10
150010,8,8,11,15,10
150011,8,8,11,15,10
150012,8,8,11,15,10
150015,8,8,11,15,10
150017,8,8,11,15,10
150018,8,8,11,15,10
150021,8,8,11,15,10
150022,8,8,11,15,10
150023,8,8,11,15,10
150024,8,8,11,15,10
150026,8,8,11,15,10
150030,8,8,11,15,10
150034,8,8,11,15,10
150035,8,8,11,15,10
150037,8,8,11,15,10
15003F,8,8,11,15,10
150042,8,8,11,15,10
150044,8,8,11,15,10
150045,8,8,11,15,10
150046,8,8,11,15,10
150047,8,8,11,15,10
150048,8,8,11,15,10
15004F,8,8,11,15,10
150051,8,8,11,15,10
150056,8,8,11,15,10
150057,8,8,11,15,10
150058,8,8,11,15,10
150059,8,8,11,15,10
150061,8,8,11,15,10
150065,8,8,11,15,10
150069,8,8,11,15,10
150072,8,8,11,15,10
150074,8,8,11,15,10
150075,8,8,11,15,10
150076,8,8,11,15,10
150082,8,8,11,15,10
150084,8,8,11,15,10
150086,8,8,11,15,10
150088,8,8,11,15,10
150089,8,8,11,15,10
150090,8,8,11,15,10
150091,8,8,11,15,10
150097,8,8,11,15,10
150100,8,8,11,15,10
150101,8,8,11,15,10
150102,8,8,11,15,10
150104,8,8,11,15,10
150109,8,8,11,15,10
150112,8,8,11,15,10
150113,8,8,11,15,10
150115,8,8,11,15,10
150125,8,8,11,15,10
150126,8,8,11,15,10
150128,8,8,11,15,10
150133,8,8,11,15,10
150146,8,8,11,15,10
150149,8,8,11,15,10
150150,8,8,11,15,10
150153,8,8,11,15,10
150157,8,8,11,15,10
150158,8,8,11,15,10
150160,8,8,11,15,10
150161,8,8,11,15,10
150162,8,8,11,15,10
150165,8,8,11,15,10
150166,8,8,11,15,10
150167,8,8,11,15,10
150168,8,8,11,15,10
150169,8,8,11,15,10
150172,8,8,11,15,10
150173,8,8,11,15,10
150177,8,8,11,15,10
150179,8,8,11,15,10
150181,8,8,11,15,10
150183,8,8,11,15,10
150193,8,8,11,15,10
150195,8,8,11,15,10
151300,8,8,11,15,10
151301,8,8,11,15,10
151303,8,8,11,15,10
151304,8,8,11,15,10
151305,8,8,11,15,10
151306,8,8,11,15,10
151307,8,8,11,15,10
151308,8,8,11,15,10
151309,8,8,11,15,10
151310,8,8,11,15,10
151311,8,8,11,15,10
151312,8,8,11,15,10
151313,8,8,11,15,10
151314,8,8,11,15,10
151315,8,8,11,15,10
151316,8,8,11,15,10
151317,8,8,11,15,10
151318,8,8,11,15,10
151319,8,8,11,15,10
151320,8,8,11,15,10
151322,8,8,11,15,10
151323,8,8,11,15,10
151324,8,8,11,15,10
151325,8,8,11,15,10
151326,8,8,11,15,10
151327,8,8,11,15,10
151328,8,8,11,15,10
151329,8,8,11,15,10
151330,8,8,11,15,10
151331,8,8,11,15,10
151332,8,8,11,15,10
151333,8,8,11,15,10
151334,8,8,11,15,10
154005,,,,,
154008,,,,,
154009,,,,,
154011,,,,,
154014,,,,,
154018,,,,,
154019,,,,,
154020,,,,,
154021,,,,,
154024,,,,,
154031,,,,,
154035,,,,,
154041,,,,,
154047,,,,,
154050,,,,,
154051,,,,,
154052,,,,,
154054,,,,,
154055,,,,,
154056,,,,,
154057,,,,,
154058,,,,,
154059,,,,,
154060,,,,,
154061,,,,,
154063,,,,,
154064,,,,,
154065,,,,,
154066,,,,,
154067,,,,,
154068,,,,,
154070,,,,,
154071,,,,,
154072,,,,,
160001,8,8,11,15,10
160013,8,8,11,15,10
160016,8,8,11,15,10
160028,8,8,11,15,10
160029,8,8,11,15,10
160030,8,8,11,15,10
160032,8,8,11,15,10
160033,8,8,11,15,10
16003F,8,8,11,15,10
160040,8,8,11,15,10
160045,8,8,11,15,10
160047,8,8,11,15,10
16004F,8,8,11,15,10
160057,8,8,11,15,10
160058,8,8,11,15,10
160064,8,8,11,15,10
160067,8,8,11,15,10
160069,8,8,11,15,10
160079,8,8,11,15,10
160080,8,8,11,15,10
160082,8,8,11,15,10
160083,8,8,11,15,10
160089,8,8,11,15,10
160101,8,8,11,15,10
160104,8,8,11,15,10
160110,8,8,11,15,10
160112,8,8,11,15,10
160117,8,8,11,15,10
160124,8,8,11,15,10
160146,8,8,11,15,10
160147,8,8,11,15,10
160153,8,8,11,15,10
161301,8,8,11,15,10
161302,8,8,11,15,10
161303,8,8,11,15,10
161304,8,8,11,15,10
161305,8,8,11,15,10
161306,8,8,11,15,10
161307,8,8,11,15,10
161308,8,8,11,15,10
161309,8,8,11,15,10
161310,8,8,11,15,10
161311,8,8,11,15,10
161312,8,8,11,15,10
161313,8,8,11,15,10
161314,8,8,11,15,10
161315,8,8,11,15,10
161316,8,8,11,15,10
161317,8,8,11,15,10
161318,8,8,11,15,10
161319,8,8,11,15,10
161320,8,8,11,15,10
161321,8,8,11,15,10
161322,8,8,11,15,10
161323,8,8,11,15,10
161324,8,8,11,15,10
161325,8,8,11,15,10
161326,8,8,11,15,10
161327,8,8,11,15,10
161328,8,8,11,15,10
161329,8,8,11,15,10
161330,8,8,11,15,10
161331,8,8,11,15,10
161332,8,8,11,15,10
161333,8,8,11,15,10
161334,8,8,11,15,10
161335,8,8,11,15,10
161336,8,8,11,15,10
161337,8,8,11,15,10
161338,8,8,11,15,10
161339,8,8,11,15,10
161340,8,8,11,15,10
161341,8,8,11,15,10
161342,8,8,11,15,10
161343,8,8,11,15,10
161344,8,8,11,15,10
161345,8,8,11,15,10
161346,8,8,11,15,10
161347,8,8,11,15,10
161348,8,8,11,15,10
161349,8,8,11,15,10
161350,8,8,11,15,10
161351,8,8,11,15,10
161352,8,8,11,15,10
161353,8,8,11,15,10
161354,8,8,11,15,10
161355,8,8,11,15,10
161356,8,8,11,15,10
161357,8,8,11,15,10
161358,8,8,11,15,10
161359,8,8,11,15,10
161360,8,8,11,15,10
161361,8,8,11,15,10
161362,8,8,11,15,10
161363,8,8,11,15,10
161364,8,8,11,15,10
161365,8,8,11,15,10
161366,8,8,11,15,10
161367,8,8,11,15,10
161368,8,8,11,15,10
161369,8,8,11,15,10
161370,8,8,11,15,10
161371,8,8,11,15,10
161372,8,8,11,15,10
161373,8,8,11,15,10
161374,8,8,11,15,10
161375,8,8,11,15,10
161376,8,8,11,15,10
161377,8,8,11,15,10
161378,8,8,11,15,10
161379,8,8,11,15,10
161380,8,8,11,15,10
161381,8,8,11,15,10
161382,8,8,11,15,10
164002,,,,,
164003,,,,,
164006,,,,,
164007,,,,,
170006,8,8,11,15,10
170009,8,8,11,15,10
170012,8,8,11,15,10
170013,8,8,11,15,10
170014,8,8,11,15,10
170016,8,8,11,15,10
170017,8,8,11,15,10
170020,8,8,11,15,10
170023,8,8,11,15,10
170027,8,8,11,15,10
17002F,,,,,
170040,8,8,11,15,10
170049,8,8,11,15,10
17005F,8,8,11,15,10
170068,8,8,11,15,10
170074,8,8,11,15,10
170086,8,8,11,15,10
17008F,8,8,11,15,10
170103,8,8,11,15,10
170104,8,8,11,15,10
170105,8,8,11,15,10
170109,8,8,11,15,10
170120,8,8,11,15,10
170122,8,8,11,15,10
170123,8,8,11,15,10
170137,8,8,11,15,10
170142,8,8,11,15,10
170146,8,8,11,15,10
170175,8,8,11,15,10
170176,8,8,11,15,10
170182,8,8,11,15,10
170183,8,8,11,15,10
170185,8,8,11,15,10
170186,8,8,11,15,10
170187,8,8,11,15,10
170188,8,8,11,15,10
170190,8,8,11,15,10
170191,8,8,11,15,10
170194,8,8,11,15,10
170196,8,8,11,15,10
170197,8,8,11,15,10
170198,8,8,11,15,10
170199,8,8,11,15,10
170200,8,8,11,15,10
170203,8,8,11,15,10
170204,8,8,11,15,10
170208,8,8,11,15,10
170779,,,,,
170780,,,,,
170781,,,,,
171300,8,8,11,15,10
171301,8,8,11,15,10
171303,8,8,11,15,10
171304,8,8,11,15,10
171306,8,8,11,15,10
171307,8,8,11,15,10
171308,8,8,11,15,10
171309,8,8,11,15,10
171310,8,8,11,15,10
171311,8,8,11,15,10
171312,8,8,11,15,10
171313,8,8,11,15,10
171314,8,8,11,15,10
171315,8,8,11,15,10
171316,8,8,11,15,10
171317,8,8,11,15,10
171318,8,8,11,15,10
171319,8,8,11,15,10
171321,8,8,11,15,10
171322,8,8,11,15,10
171323,8,8,11,15,10
171324,8,8,11,15,10
171325,8,8,11,15,10
171326,8,8,11,15,10
171327,8,8,11,15,10
171328,8,8,11,15,10
171329,8,8,11,15,10
171330,8,8,11,15,10
171331,8,8,11,15,10
171332,8,8,11,15,10
171333,8,8,11,15,10
171334,8,8,11,15,10
171335,8,8,11,15,10
171336,8,8,11,15,10
171337,8,8,11,15,10
171338,8,8,11,15,10
171339,8,8,11,15,10
171341,8,8,11,15,10
171343,8,8,11,15,10
171344,8,8,11,15,10
171345,8,8,11,15,10
171346,8,8,11,15,10
171347,8,8,11,15,10
171348,8,8,11,15,10
171349,8,8,11,15,10
171350,8,8,11,15,10
171351,8,8,11,15,10
171352,8,8,11,15,10
171353,8,8,11,15,10
171354,8,8,11,15,10
171355,8,8,11,15,10
171356,8,8,11,15,10
171357,8,8,11,15,10
171358,8,8,11,15,10
171359,8,8,11,15,10
171360,8,8,11,15,10
171361,8,8,11,15,10
171362,8,8,11,15,10
171363,8,8,11,15,10
171364,8,8,11,15,10
171365,8,8,11,15,10
171367,8,8,11,15,10
171368,8,8,11,15,10
171369,8,8,11,15,10
171370,8,8,11,15,10
171371,8,8,11,15,10
171372,8,8,11,15,10
171373,8,8,11,15,10
171374,8,8,11,15,10
171375,8,8,11,15,10
171376,8,8,11,15,10
171377,8,8,11,15,10
171378,8,8,11,15,10
171379,8,8,11,15,10
171380,8,8,11,15,10
171381,8,8,11,15,10
171382,8,8,11,15,10
171383,8,8,11,15,10
171384,8,8,11,15,10
171385,8,8,11,15,10
171386,8,8,11,15,10
171388,8,8,11,15,10
173300,,,,,
174006,,,,,
174020,,,,,
174022,,,,,
174026,,,,,
174027,,,,,
180001,8,8,11,15,10
180002,8,8,11,15,10
180004,8,8,11,15,10
180005,8,8,11,15,10
180009,8,8,11,15,10
180010,8,8,11,15,10
180011,8,8,11,15,10
180012,8,8,11,15,10
180013,8,8,11,15,10
180016,8,8,11,15,10
180017,8,8,11,15,10
180018,8,8,11,15,10
180019,8,8,11,15,10
180020,8,8,11,15,10
180024,8,8,11,15,10
180025,8,8,11,15,10
180027,8,8,11,15,10
180029,8,8,11,15,10
180035,8,8,11,15,10
180038,8,8,11,15,10
18003F,,,,,
180040,8,8,11,15,10
180043,8,8,11,15,10
180044,8,8,11,15,10
180045,8,8,11,15,10
180046,8,8,11,15,10
180048,8,8,11,15,10
180049,8,8,11,15,10
180050,8,8,11,15,10
180051,8,8,11,15,10
180056,8,8,11,15,10
180064,8,8,11,15,10
180066,8,8,11,15,10
180067,8,8,11,15,10
180069,8,8,11,15,10
18006F,8,8,11,15,10
180070,8,8,11,15,10
180078,8,8,11,15,10
180079,8,8,11,15,10
18007F,8,8,11,15,10
180080,8,8,11,15,10
180087,8,8,11,15,10
180088,8,8,11,15,10
180092,8,8,11,15,10
180093,8,8,11,15,10
180101,8,8,11,15,10
180102,8,8,11,15,10
180103,8,8,11,15,10
180104,8,8,11,15,10
180105,8,8,11,15,10
180115,8,8,11,15,10
180116,8,8,11,15,10
180124,8,8,11,15,10
180127,8,8,11,15,10
180128,8,8,11,15,10
180130,8,8,11,15,10
180132,8,8,11,15,10
180138,8,8,11,15,10
180141,8,8,11,15,10
180143,8,8,11,15,10
180149,8,8,11,15,10
180154,8,8,11,15,10
180779,,,,,
180780,,,,,
181301,8,8,11,15,10
181302,8,8,11,15,10
181304,8,8,11,15,10
181305,8,8,11,15,10
181306,8,8,11,15,10
181307,8,8,11,15,10
181308,8,8,11,15,10
181309,8,8,11,15,10
181310,8,8,11,15,10
181311,8,8,11,15,10
181314,8,8,11,15,10
181315,8,8,11,15,10
181316,8,8,11,15,10
181317,8,8,11,15,10
181318,8,8,11,15,10
181319,8,8,11,15,10
181320,8,8,11,15,10
181321,8,8,11,15,10
181322,8,8,11,15,10
181323,8,8,11,15,10
181324,8,8,11,15,10
181325,8,8,11,15,10
181327,8,8,11,15,10
181328,8,8,11,15,10
181329,8,8,11,15,10
181330,8,8,11,15,10
181331,8,8,11,15,10
181333,8,8,11,15,10
181334,8,8,11,15,10
184002,,,,,
184004,,,,,
184006,,,,,
184007,,,,,
184008,,,,,
184009,,,,,
184012,,,,,
184014,,,,,
184015,,,,,
184017,,,,,
190002,8,8,11,15,10
190004,8,8,11,15,10
190005,8,8,11,15,10
190006,8,8,11,15,10
190007,8,8,11,15,10
190008,8,8,11,15,10
190011,8,8,11,15,10
190013,8,8,11,15,10
190014,8,8,11,15,10
190015,8,8,11,15,10
190017,8,8,11,15,10
190019,8,8,11,15,10
190020,8,8,11,15,10
190025,8,8,11,15,10
190026,8,8,11,15,10
190027,8,8,11,15,10
190034,8,8,11,15,10
190036,8,8,11,15,10
190039,8,8,11,15,10
190040,8,8,11,15,10
190041,8,8,11,15,10
190044,8,8,11,15,10
190045,8,8,11,15,10
190046,8,8,11,15,10
190050,8,8,11,15,10
190053,8,8,11,15,10
190054,8,8,11,15,10
190060,8,8,11,15,10
190064,8,8,11,15,10
190065,8,8,11,15,10
190079,8,8,11,15,10
190086,8,8,11,15,10
190088,8,8,11,15,10
190090,8,8,11,15,10
190098,8,8,11,15,10
190099,8,8,11,15,10
190102,8,8,11,15,10
190106,8,8,11,15,10
190111,8,8,11,15,10
190114,8,8,11,15,10
190116,8,8,11,15,10
190118,8,8,11,15,10
190125,8,8,11,15,10
190128,8,8,11,15,10
190133,8,8,11,15,10
190140,8,8,11,15,10
190144,8,8,11,15,10
190145,8,8,11,15,10
190151,8,8,11,15,10
190160,8,8,11,15,10
190164,8,8,11,15,10
190167,8,8,11,15,10
190176,8,8,11,15,10
190183,8,8,11,15,10
190184,8,8,11,15,10
190190,8,8,11,15,10
190201,8,8,11,15,10
190202,8,8,11,15,10
190208,8,8,11,15,10
190218,8,8,11,15,10
190241,8,8,11,15,10
190245,8,8,11,15,10
190251,8,8,11,15,10
190255,8,8,11,15,10
190256,8,8,11,15,10
190259,8,8,11,15,10
190266,8,8,11,15,10
190267,8,8,11,15,10
190270,8,8,11,15,10
190274,8,8,11,15,10
190278,8,8,11,15,10
190298,8,8,11,15,10
190300,8,8,11,15,10
190302,,,,,
190303,8,8,11,15,10
190308,8,8,11,15,10
190312,8,8,11,15,10
190313,8,8,11,15,10
190316,8,8,11,15,10
190317,8,8,11,15,10
190318,8,8,11,15,10
190319,8,8,11,15,10
19043F,8,8,11,15,10
19047F,8,8,11,15,10
19048F,8,8,11,15,10
19050F,,,,,
190779,,,,,
191300,8,8,11,15,10
191301,8,8,11,15,10
191302,8,8,11,15,10
191304,8,8,11,15,10
191305,8,8,11,15,10
191306,8,8,11,15,10
191307,8,8,11,15,10
191308,8,8,11,15,10
191309,8,8,11,15,10
191310,8,8,11,15,10
191311,8,8,11,15,10
191312,8,8,11,15,10
191313,8,8,11,15,10
191314,8,8,11,15,10
191315,8,8,11,15,10
191316,8,8,11,15,10
191317,8,8,11,15,10
191318,8,8,11,15,10
191319,8,8,11,15,10
191320,8,8,11,15,10
191321,8,8,11,15,10
191322,8,8,11,15,10
191323,8,8,11,15,10
191324,8,8,11,15,10
191325,8,8,11,15,10
191326,8,8,11,15,10
191327,8,8,11,15,10
192008,,,,,
192010,,,,,
193300,,,,,
194007,,,,,
194008,,,,,
194020,,,,,
194022,,,,,
194025,,,,,
194031,,,,,
194044,,,,,
194056,,,,,
194069,,,,,
194073,,,,,
194074,,,,,
194079,,,,,
194080,,,,,
194081,,,,,
194082,,,,,
194083,,,,,
194084,,,,,
194085,,,,,
194086,,,,,
194087,,,,,
194088,,,,,
194089,,,,,
194090,,,,,
194091,,,,,
194094,,,,,
194095,,,,,
194096,,,,,
194098,,,,,
194102,,,,,
194103,,,,,
194105,,,,,
194106,,,,,
194107,,,,,
194109,,,,,
194112,,,,,
194113,,,,,
194114,,,,,
194115,,,,,
194116,,,,,
194117,,,,,
194118,,,,,
194119,,,,,
194120,,,,,
194121,,,,,
200001,8,8,11,15,10
200008,8,8,11,15,10
200009,8,8,11,15,10
200018,8,8,11,15,10
200020,8,8,11,15,10
200021,8,8,11,15,10
200024,8,8,11,15,10
200031,8,8,11,15,10
200033,8,8,11,15,10
200034,8,8,11,15,10
200039,8,8,11,15,10
20003F,8,8,11,15,10
200050,8,8,11,15,10
200063,8,8,11,15,10
201300,8,8,11,15,10
201301,8,8,11,15,10
201302,8,8,11,15,10
201303,8,8,11,15,10
201304,8,8,11,15,10
201305,8,8,11,15,10
201306,8,8,11,15,10
201307,8,8,11,15,10
201308,8,8,11,15,10
201309,8,8,11,15,10
201310,8,8,11,15,10
201311,8,8,11,15,10
201312,8,8,11,15,10
201313,8,8,11,15,10
201314,8,8,11,15,10
201315,8,8,11,15,10
201316,8,8,11,15,10
201317,8,8,11,15,10
204004,,,,,
204005,,,,,
204006,,,,,
204008,,,,,
210001,8,8,11,15,10
210002,8,8,11,15,10
210003,8,8,11,15,10
210004,8,8,11,15,10
210005,8,8,11,15,10
210008,8,8,11,15,10
210009,8,8,11,15,10
210011,8,8,11,15,10
210012,8,8,11,15,10
210015,8,8,11,15,10
210016,8,8,11,15,10
210017,8,8,11,15,10
210018,8,8,11,15,10
210019,8,8,11,15,10
210022,8,8,11,15,10
210023,8,8,11,15,10
210024,8,8,11,15,10
210027,8,8,11,15,10
210028,8,8,11,15,10
210029,8,8,11,15,10
210030,8,8,11,15,10
210032,8,8,11,15,10
210033,8,8,11,15,10
210034,8,8,11,15,10
210035,8,8,11,15,10
210037,8,8,11,15,10
210038,8,8,11,15,10
210039,8,8,11,15,10
210040,8,8,11,15,10
210043,8,8,11,15,10
210044,8,8,11,15,10
210048,8,8,11,15,10
210049,8,8,11,15,10
210051,8,8,11,15,10
210056,8,8,11,15,10
210057,8,8,11,15,10
210058,8,8,11,15,10
210060,8,8,11,15,10
210061,8,8,11,15,10
210062,8,8,11,15,10
210063,8,8,11,15,10
210064,8,8,11,15,10
210065,8,8,11,15,10
21007F,,,,,
21010F,8,8,11,15,10
21020F,8,8,11,15,10
213300,,,,,
213301,,,,,
214000,,,,,
214002,,,,,
214003,,,,,
214004,,,,,
214012,,,,,
214018,,,,,
214020,,,,,
214022,,,,,
220001,8,8,11,15,10
220002,8,8,11,15,10
220008,8,8,11,15,10
220010,8,8,11,15,10
220011,8,8,11,15,10
220012,8,8,11,15,10
